payment_id,order_id,amount,payment_mode,payment_ts,payment_status
PAY00021253,O00044644,113722.07,NETBANKING,2026-08-26 07:57:00,SUCCESS
PAY00021254,O00048754,91267.79,CARD,2026-09-09 12:04:00,SUCCESS
PAY00021255,O00043010,49834.79,CARD,2026-09-06 22:54:00,SUCCESS
PAY00021256,O00019780,23606.9,UPI,2026-08-09 10:29:00,SUCCESS
PAY00021257,O00019742,25218.57,NETBANKING,2026-08-10 21:22:00,SUCCESS
PAY00021258,O00001288,82301.03,NETBANKING,2026-08-26 15:53:00,SUCCESS
PAY00021259,O00040497,52733.56,CARD,2026-08-30 11:18:00,SUCCESS
PAY00021260,O00036621,110587.17,NETBANKING,2026-08-15 09:38:00,SUCCESS
PAY00021261,O00014068,52423.16,WALLET,2026-09-03 00:25:00,SUCCESS
PAY00021262,O00005930,88021.62,NETBANKING,2026-09-05 18:03:00,SUCCESS
PAY00021263,O00032724,36011.64,WALLET,2026-09-07 00:12:00,SUCCESS
PAY00021264,O00001238,115444.85,CARD,2026-08-01 19:46:00,SUCCESS
PAY00021265,O00012100,89531.29,NETBANKING,2026-08-25 18:28:00,SUCCESS
PAY00021266,O00012098,80239.98,COD,2026-08-08 21:32:00,SUCCESS
PAY00021267,O00034278,54052.19,NETBANKING,2026-09-07 08:32:00,SUCCESS
PAY00021268,O00044073,27036.82,WALLET,2026-09-04 01:00:00,SUCCESS
PAY00021269,O00018654,70127.47,UPI,2026-08-17 15:45:00,SUCCESS
PAY00021270,O00019237,109431.22,NETBANKING,2026-08-15 22:16:00,SUCCESS
PAY00021271,O00010781,86902.99,WALLET,2026-08-26 04:01:00,SUCCESS
PAY00021272,O00036703,49587.91,COD,2026-09-08 03:19:00,SUCCESS
PAY00021273,O00025298,49263.73,UPI,2026-08-19 16:48:00,SUCCESS
PAY00021274,O00007548,100822.19,WALLET,2026-08-21 16:47:00,SUCCESS
PAY00021275,O00025484,85145.16,NETBANKING,2026-08-25 08:37:00,SUCCESS
PAY00021276,O00049130,57501.13,NETBANKING,2026-08-08 05:47:00,SUCCESS
PAY00021277,O00024514,94215.63,CARD,2026-08-15 01:06:00,SUCCESS
PAY00021278,O00001281,69161.74,UPI,2026-09-06 16:04:00,SUCCESS
PAY00021279,O00002617,74088.99,NETBANKING,2026-08-24 12:40:00,SUCCESS
PAY00021280,O00017859,3034.02,UPI,2026-08-26 01:17:00,SUCCESS
PAY00021281,O00047805,33564.6,NETBANKING,2026-08-05 03:07:00,SUCCESS
PAY00021282,O00000338,113394.87,WALLET,2026-08-29 22:03:00,SUCCESS
PAY00021283,O00011188,75689.84,COD,2026-08-09 01:44:00,SUCCESS
PAY00021284,O00014609,86336.95,WALLET,2026-08-11 14:29:00,SUCCESS
PAY00021285,O00004849,18152.18,COD,2026-08-12 05:48:00,SUCCESS
PAY00021286,O00011274,62918.47,CARD,2026-08-29 00:00:00,SUCCESS
PAY00021287,O00016643,109755.06,WALLET,2026-08-18 06:38:00,SUCCESS
PAY00021288,O00028390,95646.77,NETBANKING,2026-08-11 23:35:00,SUCCESS
PAY00021289,O00007744,18188.11,WALLET,2026-08-16 09:36:00,SUCCESS
PAY00021290,O00017665,103339.95,NETBANKING,2026-08-01 09:08:00,SUCCESS
PAY00021291,O00008112,41953.38,UPI,2026-08-03 07:12:00,SUCCESS
PAY00021292,O00046598,72291.0,COD,2026-09-09 23:53:00,SUCCESS
PAY00021293,O00035078,42375.07,COD,2026-08-23 23:11:00,SUCCESS
PAY00021294,O00047757,107521.98,COD,2026-08-21 13:32:00,SUCCESS
PAY00021295,O00037816,40439.39,WALLET,2026-08-12 07:39:00,SUCCESS
PAY00021296,O00007934,63804.9,NETBANKING,2026-08-25 12:33:00,SUCCESS
PAY00021297,O00002582,64557.91,CARD,2026-08-08 13:40:00,SUCCESS
PAY00021298,O00015385,102444.0,CARD,2026-09-09 13:00:00,SUCCESS
PAY00021299,O00023432,34649.18,WALLET,2026-08-24 16:45:00,SUCCESS
PAY00021300,O00006471,100337.11,NETBANKING,2026-08-27 06:53:00,SUCCESS
PAY00021301,O00014612,77175.97,WALLET,2026-09-10 22:05:00,SUCCESS
PAY00021302,O00030284,77706.45,CARD,2026-09-11 19:32:00,SUCCESS
PAY00021303,O00001415,104040.9,UPI,2026-08-20 19:17:00,SUCCESS
PAY00021304,O00043502,13561.37,UPI,2026-08-21 11:11:00,SUCCESS
PAY00021305,O00011076,63838.06,COD,2026-09-11 09:56:00,SUCCESS
PAY00021306,O00003199,92973.52,CARD,2026-08-17 03:41:00,SUCCESS
PAY00021307,O00032728,39654.75,CARD,2026-08-22 00:45:00,SUCCESS
PAY00021308,O00043844,20109.52,NETBANKING,2026-08-22 11:19:00,SUCCESS
PAY00021309,O00019909,69518.7,COD,2026-09-02 11:53:00,SUCCESS
PAY00021310,O00022983,108319.3,COD,2026-08-07 08:08:00,SUCCESS
PAY00021311,O00020081,95065.33,CARD,2026-08-29 08:45:00,SUCCESS
PAY00021312,O00049559,44893.92,COD,2026-08-02 05:07:00,SUCCESS
PAY00021313,O00025535,11163.27,UPI,2026-08-14 14:47:00,SUCCESS
PAY00021314,O00034829,97240.97,CARD,2026-09-11 17:08:00,SUCCESS
PAY00021315,O00005556,37217.46,NETBANKING,2026-08-16 15:13:00,SUCCESS
PAY00021316,O00013755,84913.6,WALLET,2026-08-01 08:18:00,SUCCESS
PAY00021317,O00019614,8793.84,NETBANKING,2026-09-07 07:42:00,SUCCESS
PAY00021318,O00027651,84832.44,NETBANKING,2026-08-16 10:39:00,SUCCESS
PAY00021319,O00024519,38902.52,NETBANKING,2026-08-03 10:45:00,SUCCESS
PAY00021320,O00025527,54485.75,UPI,2026-08-24 15:20:00,SUCCESS
PAY00021321,O00040975,102994.58,NETBANKING,2026-08-17 00:37:00,SUCCESS
PAY00021322,O00037253,76177.45,COD,2026-08-22 22:09:00,SUCCESS
PAY00021323,O00024900,30146.64,CARD,2026-09-05 09:03:00,SUCCESS
PAY00021324,O00001959,78956.08,COD,2026-08-05 17:10:00,SUCCESS
PAY00021325,O00028424,8633.74,NETBANKING,2026-08-31 08:31:00,SUCCESS
PAY00021326,O00038699,70548.74,CARD,2026-08-14 03:12:00,SUCCESS
PAY00021327,O00013871,65340.84,COD,2026-08-07 12:48:00,SUCCESS
PAY00021328,O00026422,86382.72,COD,2026-08-17 00:25:00,SUCCESS
PAY00021329,O00013204,2336.36,NETBANKING,2026-09-11 16:13:00,SUCCESS
PAY00021330,O00044430,40483.11,CARD,2026-08-12 14:25:00,SUCCESS
PAY00021331,O00033633,62480.31,COD,2026-08-31 13:46:00,SUCCESS
PAY00021332,O00016714,80772.46,CARD,2026-08-15 11:40:00,SUCCESS
PAY00021333,O00041714,99033.16,NETBANKING,2026-08-11 02:41:00,SUCCESS
PAY00021334,O00045945,50751.8,NETBANKING,2026-09-03 07:04:00,SUCCESS
PAY00021335,O00022889,114313.6,COD,2026-08-07 14:06:00,SUCCESS
PAY00021336,O00043506,3021.41,CARD,2026-09-08 20:18:00,SUCCESS
PAY00021337,O00032521,44365.79,WALLET,2026-09-08 15:22:00,SUCCESS
PAY00021338,O00004450,10382.95,CARD,2026-08-26 10:26:00,SUCCESS
PAY00021339,O00001636,109384.78,COD,2026-09-04 03:42:00,SUCCESS
PAY00021340,O00003761,22629.8,COD,2026-08-25 10:15:00,SUCCESS
PAY00021341,O00044204,72024.24,WALLET,2026-08-09 04:01:00,SUCCESS
PAY00021342,O00044264,118153.86,WALLET,2026-08-13 00:17:00,SUCCESS
PAY00021343,O00004165,100234.2,UPI,2026-08-11 08:08:00,SUCCESS
PAY00021344,O00043064,13169.7,CARD,2026-08-08 09:39:00,SUCCESS
PAY00021345,O00022677,107950.66,NETBANKING,2026-08-27 18:09:00,SUCCESS
PAY00021346,O00037950,4054.33,CARD,2026-08-20 04:47:00,SUCCESS
PAY00021347,O00039009,17570.39,UPI,2026-08-27 15:51:00,SUCCESS
PAY00021348,O00001812,23672.5,NETBANKING,2026-08-27 22:46:00,SUCCESS
PAY00021349,O00001172,37841.09,UPI,2026-08-02 16:40:00,SUCCESS
PAY00021350,O00001422,23019.46,UPI,2026-08-31 09:39:00,SUCCESS
PAY00021351,O00037032,84325.71,WALLET,2026-08-23 00:07:00,SUCCESS
PAY00021352,O00001972,86242.43,NETBANKING,2026-08-18 13:57:00,SUCCESS
PAY00021353,O00024595,44867.69,WALLET,2026-09-04 15:42:00,SUCCESS
PAY00021354,O00028745,118668.04,CARD,2026-08-01 19:21:00,SUCCESS
PAY00021355,O00005801,108785.98,CARD,2026-08-11 21:35:00,SUCCESS
PAY00021356,O00030010,54574.73,UPI,2026-09-08 14:32:00,SUCCESS
PAY00021357,O00041574,6301.29,CARD,2026-08-31 15:48:00,SUCCESS
PAY00021358,O00023337,16656.43,NETBANKING,2026-09-11 03:52:00,SUCCESS
PAY00021359,O00027330,59940.21,WALLET,2026-08-24 13:43:00,SUCCESS
PAY00021360,O00014106,101643.82,WALLET,2026-08-25 04:09:00,SUCCESS
PAY00021361,O00004339,54659.68,WALLET,2026-08-15 07:13:00,SUCCESS
PAY00021362,O00022853,9605.74,WALLET,2026-08-07 23:31:00,SUCCESS
PAY00021363,O00046153,67979.88,NETBANKING,2026-08-06 10:42:00,SUCCESS
PAY00021364,O00027939,26740.49,WALLET,2026-08-31 12:52:00,SUCCESS
PAY00021365,O00041313,24034.11,WALLET,2026-09-01 03:39:00,SUCCESS
PAY00021366,O00026955,93817.25,UPI,2026-08-23 04:35:00,SUCCESS
PAY00021367,O00044384,27281.68,UPI,2026-09-10 06:48:00,SUCCESS
PAY00021368,O00023496,51099.49,NETBANKING,2026-09-03 23:50:00,SUCCESS
PAY00021369,O00035798,57897.74,NETBANKING,2026-08-20 07:24:00,SUCCESS
PAY00021370,O00036304,50544.0,CARD,2026-08-07 04:01:00,SUCCESS
PAY00021371,O00015042,92628.5,WALLET,2026-08-27 23:23:00,SUCCESS
PAY00021372,O00030024,103207.61,NETBANKING,2026-08-09 11:04:00,SUCCESS
PAY00021373,O00048965,56313.51,CARD,2026-08-21 00:44:00,SUCCESS
PAY00021374,O00023818,62222.45,WALLET,2026-09-04 05:44:00,SUCCESS
PAY00021375,O00020474,93144.27,COD,2026-09-07 20:57:00,SUCCESS
PAY00021376,O00010786,25609.82,UPI,2026-08-30 02:52:00,SUCCESS
PAY00021377,O00045229,46620.78,UPI,2026-08-01 03:41:00,SUCCESS
PAY00021378,O00036443,51445.51,UPI,2026-08-15 01:47:00,SUCCESS
PAY00021379,O00044638,112160.21,COD,2026-08-21 13:02:00,SUCCESS
PAY00021380,O00025880,42570.31,UPI,2026-08-21 13:07:00,SUCCESS
PAY00021381,O00009305,6582.83,CARD,2026-08-04 20:22:00,SUCCESS
PAY00021382,O00002880,86658.72,NETBANKING,2026-09-06 13:33:00,SUCCESS
PAY00021383,O00023893,97223.77,UPI,2026-09-01 07:10:00,SUCCESS
PAY00021384,O00024926,86742.61,NETBANKING,2026-08-20 13:37:00,SUCCESS
PAY00021385,O00047635,98399.71,NETBANKING,2026-08-05 19:12:00,SUCCESS
PAY00021386,O00036690,21501.06,UPI,2026-08-16 06:35:00,SUCCESS
PAY00021387,O00003513,115890.92,CARD,2026-08-14 22:49:00,SUCCESS
PAY00021388,O00020611,92233.4,NETBANKING,2026-08-27 04:55:00,SUCCESS
PAY00021389,O00031919,22341.6,WALLET,2026-08-25 08:33:00,SUCCESS
PAY00021390,O00006431,9654.13,CARD,2026-08-24 23:58:00,SUCCESS
PAY00021391,O00037887,51601.18,NETBANKING,2026-08-30 16:02:00,SUCCESS
PAY00021392,O00045546,84212.42,COD,2026-08-07 13:10:00,SUCCESS
PAY00021393,O00040198,45178.75,UPI,2026-09-02 11:03:00,SUCCESS
PAY00021394,O00000632,24862.89,NETBANKING,2026-08-16 22:45:00,SUCCESS
PAY00021395,O00006633,33666.8,UPI,2026-08-03 03:05:00,SUCCESS
PAY00021396,O00017642,2974.55,COD,2026-08-12 03:46:00,SUCCESS
PAY00021397,O00015538,104194.72,CARD,2026-08-25 22:13:00,SUCCESS
PAY00021398,O00046023,78234.51,CARD,2026-09-02 08:20:00,SUCCESS
PAY00021399,O00018597,19962.41,CARD,2026-09-11 23:26:00,SUCCESS
PAY00021400,O00014391,55616.82,CARD,2026-08-02 12:12:00,SUCCESS
PAY00021401,O00014520,36545.35,COD,2026-08-01 21:08:00,SUCCESS
PAY00021402,O00013314,58289.3,NETBANKING,2026-08-26 08:09:00,SUCCESS
PAY00021403,O00041951,74339.45,CARD,2026-08-04 22:18:00,SUCCESS
PAY00021404,O00023798,7264.77,NETBANKING,2026-08-26 00:25:00,SUCCESS
PAY00021405,O00020742,10408.35,NETBANKING,2026-08-12 18:09:00,SUCCESS
PAY00021406,O00005393,72794.26,WALLET,2026-08-26 20:37:00,SUCCESS
PAY00021407,O00034566,6540.02,CARD,2026-08-06 21:05:00,SUCCESS
PAY00021408,O00046266,106760.76,WALLET,2026-08-18 04:13:00,SUCCESS
PAY00021409,O00044358,119634.9,COD,2026-09-01 21:14:00,SUCCESS
PAY00021410,O00022477,49325.6,CARD,2026-09-09 04:44:00,SUCCESS
PAY00021411,O00003489,25480.66,CARD,2026-08-11 00:30:00,SUCCESS
PAY00021412,O00024089,115351.85,WALLET,2026-08-26 15:05:00,SUCCESS
PAY00021413,O00001914,11351.66,COD,2026-08-09 18:29:00,SUCCESS
PAY00021414,O00011064,93257.43,NETBANKING,2026-08-14 13:33:00,SUCCESS
PAY00021415,O00044891,8865.52,WALLET,2026-09-04 13:05:00,SUCCESS
PAY00021416,O00018064,36869.83,CARD,2026-09-06 01:13:00,SUCCESS
PAY00021417,O00045629,4830.56,UPI,2026-08-13 16:57:00,SUCCESS
PAY00021418,O00008275,39477.38,WALLET,2026-08-16 01:46:00,SUCCESS
PAY00021419,O00036146,50379.44,CARD,2026-08-21 06:56:00,SUCCESS
PAY00021420,O00002142,31743.32,COD,2026-08-09 09:44:00,SUCCESS
PAY00021421,O00022964,9093.01,CARD,2026-08-25 03:41:00,SUCCESS
PAY00021422,O00011076,73352.33,WALLET,2026-08-24 02:30:00,SUCCESS
PAY00021423,O00038283,15110.24,WALLET,2026-08-02 05:16:00,SUCCESS
PAY00021424,O00003235,110210.76,CARD,2026-09-05 16:01:00,SUCCESS
PAY00021425,O00027342,101505.56,COD,2026-09-11 17:48:00,SUCCESS
PAY00021426,O00042562,31022.47,COD,2026-08-09 06:54:00,SUCCESS
PAY00021427,O00005731,48977.01,COD,2026-08-08 05:59:00,SUCCESS
PAY00021428,O00044805,105467.3,COD,2026-08-05 07:40:00,SUCCESS
PAY00021429,O00025697,44865.93,UPI,2026-08-05 09:52:00,SUCCESS
PAY00021430,O00045663,78918.5,CARD,2026-08-29 04:27:00,SUCCESS
PAY00021431,O00014136,78716.78,COD,2026-09-01 15:59:00,SUCCESS
PAY00021432,O00012959,87448.95,NETBANKING,2026-08-18 18:41:00,SUCCESS
PAY00021433,O00035404,11465.57,WALLET,2026-08-05 19:33:00,SUCCESS
PAY00021434,O00016331,82004.73,WALLET,2026-08-02 06:30:00,SUCCESS
PAY00021435,O00037312,43771.21,UPI,2026-08-22 09:58:00,SUCCESS
PAY00021436,O00031748,65183.07,CARD,2026-09-06 12:22:00,SUCCESS
PAY00021437,O00036264,58211.54,COD,2026-08-23 01:39:00,SUCCESS
PAY00021438,O00018199,70126.31,COD,2026-08-15 23:08:00,SUCCESS
PAY00021439,O00003353,49334.67,UPI,2026-08-28 01:58:00,SUCCESS
PAY00021440,O00024895,6061.83,NETBANKING,2026-09-02 01:47:00,SUCCESS
PAY00021441,O00027930,2963.78,COD,2026-08-24 00:49:00,SUCCESS
PAY00021442,O00000707,61072.95,WALLET,2026-09-02 11:09:00,SUCCESS
PAY00021443,O00003805,92868.81,COD,2026-09-05 23:47:00,SUCCESS
PAY00021444,O00018730,42797.21,WALLET,2026-08-28 22:22:00,SUCCESS
PAY00021445,O00046403,92403.78,CARD,2026-08-06 00:06:00,SUCCESS
PAY00021446,O00026485,67426.78,WALLET,2026-08-19 13:23:00,SUCCESS
PAY00021447,O00022856,88118.96,NETBANKING,2026-08-15 04:35:00,SUCCESS
PAY00021448,O00008952,101577.79,NETBANKING,2026-08-05 15:58:00,SUCCESS
PAY00021449,O00041342,66582.51,WALLET,2026-08-10 05:50:00,SUCCESS
PAY00021450,O00047473,57437.47,WALLET,2026-08-17 04:44:00,SUCCESS
PAY00021451,O00030036,117026.98,UPI,2026-08-11 05:18:00,SUCCESS
PAY00021452,O00023227,116740.46,WALLET,2026-09-09 21:25:00,SUCCESS
PAY00021453,O00024057,29326.1,UPI,2026-09-02 21:14:00,SUCCESS
PAY00021454,O00003262,65513.66,CARD,2026-09-08 10:15:00,SUCCESS
PAY00021455,O00012100,66559.59,COD,2026-08-13 15:35:00,SUCCESS
PAY00021456,O00039898,32904.53,COD,2026-08-16 10:50:00,SUCCESS
PAY00021457,O00043348,44707.92,NETBANKING,2026-08-05 09:25:00,SUCCESS
PAY00021458,O00003217,20465.29,CARD,2026-08-12 06:44:00,SUCCESS
PAY00021459,O00048902,117916.54,CARD,2026-08-05 21:35:00,SUCCESS
PAY00021460,O00042526,44636.67,CARD,2026-08-10 03:14:00,SUCCESS
PAY00021461,O00021586,45801.55,CARD,2026-08-26 06:09:00,SUCCESS
PAY00021462,O00038410,6104.79,COD,2026-08-14 19:23:00,SUCCESS
PAY00021463,O00016619,38817.39,COD,2026-08-13 04:15:00,SUCCESS
PAY00021464,O00043007,48223.21,COD,2026-08-09 10:10:00,SUCCESS
PAY00021465,O00033546,68308.34,CARD,2026-08-04 06:12:00,SUCCESS
PAY00021466,O00040989,492.2,NETBANKING,2026-09-02 09:37:00,SUCCESS
PAY00021467,O00031518,11480.11,COD,2026-09-07 13:14:00,SUCCESS
PAY00021468,O00024956,73961.14,COD,2026-08-02 19:14:00,SUCCESS
PAY00021469,O00021505,24860.13,WALLET,2026-08-10 12:08:00,SUCCESS
PAY00021470,O00015112,100256.7,UPI,2026-08-17 01:25:00,SUCCESS
PAY00021471,O00036903,110299.83,UPI,2026-08-05 18:09:00,SUCCESS
PAY00021472,O00018576,13062.74,COD,2026-08-19 18:24:00,SUCCESS
PAY00021473,O00034842,96241.36,WALLET,2026-08-18 21:33:00,SUCCESS
PAY00021474,O00027304,95647.3,WALLET,2026-08-31 21:04:00,SUCCESS
PAY00021475,O00017439,41373.47,CARD,2026-08-11 07:01:00,SUCCESS
PAY00021476,O00021829,20575.87,NETBANKING,2026-09-06 11:47:00,SUCCESS
PAY00021477,O00048269,73302.37,COD,2026-08-10 07:19:00,SUCCESS
PAY00021478,O00012643,63571.47,NETBANKING,2026-08-28 12:49:00,SUCCESS
PAY00021479,O00000645,59868.23,COD,2026-08-12 04:44:00,SUCCESS
PAY00021480,O00045398,50060.65,COD,2026-08-23 17:57:00,SUCCESS
PAY00021481,O00022161,106486.59,NETBANKING,2026-08-08 05:46:00,SUCCESS
PAY00021482,O00043899,20723.81,UPI,2026-08-28 16:28:00,SUCCESS
PAY00021483,O00030034,51979.61,UPI,2026-09-08 02:36:00,SUCCESS
PAY00021484,O00007396,9187.89,CARD,2026-08-16 14:01:00,SUCCESS
PAY00021485,O00026481,39917.14,UPI,2026-09-01 23:09:00,SUCCESS
PAY00021486,O00029614,9348.35,WALLET,2026-09-08 00:38:00,SUCCESS
PAY00021487,O00015368,77892.01,WALLET,2026-08-19 04:44:00,SUCCESS
PAY00021488,O00037952,40277.27,COD,2026-08-08 07:27:00,SUCCESS
PAY00021489,O00043166,59817.72,CARD,2026-08-18 00:17:00,SUCCESS
PAY00021490,O00001127,31268.84,UPI,2026-08-25 12:26:00,SUCCESS
PAY00021491,O00036835,15522.54,CARD,2026-08-31 12:20:00,SUCCESS
PAY00021492,O00010322,115146.05,CARD,2026-08-21 13:16:00,SUCCESS
PAY00021493,O00028605,21818.17,UPI,2026-08-01 10:50:00,SUCCESS
PAY00021494,O00034162,53896.51,UPI,2026-08-23 21:55:00,SUCCESS
PAY00021495,O00017948,23342.91,CARD,2026-08-21 18:55:00,SUCCESS
PAY00021496,O00024868,3459.97,WALLET,2026-08-10 09:31:00,SUCCESS
PAY00021497,O00027505,11346.67,CARD,2026-09-05 07:08:00,SUCCESS
PAY00021498,O00018687,68489.46,CARD,2026-09-07 15:32:00,SUCCESS
PAY00021499,O00049485,2518.96,UPI,2026-08-15 16:42:00,SUCCESS
PAY00021500,O00018899,61011.52,NETBANKING,2026-09-06 05:52:00,SUCCESS
PAY00021501,O00030870,118718.19,UPI,2026-08-24 20:21:00,SUCCESS
PAY00021502,O00016129,39286.25,COD,2026-08-19 02:06:00,SUCCESS
PAY00021503,O00034129,110717.34,WALLET,2026-09-05 08:32:00,SUCCESS
PAY00021504,O00021124,16973.19,NETBANKING,2026-08-20 04:41:00,SUCCESS
PAY00021505,O00026075,97572.31,NETBANKING,2026-08-29 06:32:00,SUCCESS
PAY00021506,O00026897,21036.29,CARD,2026-08-17 06:24:00,SUCCESS
PAY00021507,O00019281,7601.98,NETBANKING,2026-08-03 05:20:00,SUCCESS
PAY00021508,O00009019,40600.7,CARD,2026-08-02 00:19:00,SUCCESS
PAY00021509,O00007804,117327.9,NETBANKING,2026-09-02 19:17:00,SUCCESS
PAY00021510,O00021840,29064.37,WALLET,2026-09-10 01:41:00,SUCCESS
PAY00021511,O00020264,76675.24,NETBANKING,2026-08-05 15:53:00,SUCCESS
PAY00021512,O00024315,107107.33,CARD,2026-09-06 07:11:00,SUCCESS
PAY00021513,O00037887,72057.64,UPI,2026-08-16 12:21:00,SUCCESS
PAY00021514,O00034380,2083.91,CARD,2026-08-04 20:49:00,SUCCESS
PAY00021515,O00046428,73621.36,CARD,2026-09-05 16:56:00,SUCCESS
PAY00021516,O00028155,50753.42,NETBANKING,2026-08-30 06:23:00,SUCCESS
PAY00021517,O00013377,72773.64,NETBANKING,2026-08-24 22:24:00,SUCCESS
PAY00021518,O00011950,43657.64,NETBANKING,2026-09-03 14:16:00,SUCCESS
PAY00021519,O00000781,40673.63,NETBANKING,2026-09-09 05:58:00,SUCCESS
PAY00021520,O00007820,46704.01,UPI,2026-08-20 10:34:00,SUCCESS
PAY00021521,O00045557,79775.92,NETBANKING,2026-09-03 08:11:00,SUCCESS
PAY00021522,O00027721,85557.58,COD,2026-08-23 17:08:00,SUCCESS
PAY00021523,O00032919,40843.21,CARD,2026-09-09 19:42:00,SUCCESS
PAY00021524,O00001960,83689.16,COD,2026-09-11 06:28:00,SUCCESS
PAY00021525,O00024497,76296.18,WALLET,2026-08-28 15:35:00,SUCCESS
PAY00021526,O00047436,46321.96,COD,2026-08-24 07:48:00,SUCCESS
PAY00021527,O00022791,111789.32,NETBANKING,2026-09-10 23:11:00,SUCCESS
PAY00021528,O00009432,116711.72,COD,2026-08-27 23:33:00,SUCCESS
PAY00021529,O00038020,72464.89,CARD,2026-08-23 01:29:00,SUCCESS
PAY00021530,O00025682,43086.82,COD,2026-08-21 15:03:00,SUCCESS
PAY00021531,O00042150,13297.41,UPI,2026-08-21 08:00:00,SUCCESS
PAY00021532,O00012012,73128.2,NETBANKING,2026-08-16 03:17:00,SUCCESS
PAY00021533,O00016019,60239.01,COD,2026-09-01 08:49:00,SUCCESS
PAY00021534,O00001024,76059.74,COD,2026-08-25 11:28:00,SUCCESS
PAY00021535,O00014688,62898.79,CARD,2026-08-27 20:51:00,SUCCESS
PAY00021536,O00018784,43191.43,UPI,2026-09-08 14:04:00,SUCCESS
PAY00021537,O00006431,113002.7,CARD,2026-08-04 04:29:00,SUCCESS
PAY00021538,O00013143,114607.52,CARD,2026-08-06 12:45:00,SUCCESS
PAY00021539,O00007164,17299.56,NETBANKING,2026-08-19 17:45:00,SUCCESS
PAY00021540,O00015032,114321.65,UPI,2026-08-09 18:17:00,SUCCESS
PAY00021541,O00018786,13790.95,NETBANKING,2026-08-07 00:03:00,SUCCESS
PAY00021542,O00029414,24793.3,NETBANKING,2026-09-07 15:45:00,SUCCESS
PAY00021543,O00034324,113147.04,UPI,2026-08-20 02:08:00,SUCCESS
PAY00021544,O00020803,105060.65,CARD,2026-08-07 07:30:00,SUCCESS
PAY00021545,O00011181,25255.36,CARD,2026-09-08 05:22:00,SUCCESS
PAY00021546,O00004607,86441.34,WALLET,2026-08-09 05:28:00,SUCCESS
PAY00021547,O00029491,59230.43,WALLET,2026-08-14 12:56:00,SUCCESS
PAY00021548,O00033078,60396.51,UPI,2026-08-27 00:29:00,SUCCESS
PAY00021549,O00006919,98205.33,CARD,2026-08-30 21:16:00,SUCCESS
PAY00021550,O00022980,20055.73,UPI,2026-08-03 06:59:00,SUCCESS
PAY00021551,O00008521,13686.97,COD,2026-08-10 07:10:00,SUCCESS
PAY00021552,O00034803,28145.22,COD,2026-08-31 16:51:00,SUCCESS
PAY00021553,O00033941,14672.25,COD,2026-08-29 19:55:00,SUCCESS
PAY00021554,O00024272,116628.05,UPI,2026-08-28 15:40:00,SUCCESS
PAY00021555,O00032928,2952.52,NETBANKING,2026-08-22 17:03:00,SUCCESS
PAY00021556,O00042262,7987.38,CARD,2026-08-09 06:30:00,SUCCESS
PAY00021557,O00029729,18986.19,WALLET,2026-08-09 17:11:00,SUCCESS
PAY00021558,O00009533,69993.29,CARD,2026-08-09 06:30:00,SUCCESS
PAY00021559,O00029667,51291.57,CARD,2026-08-02 15:12:00,SUCCESS
PAY00021560,O00019220,8099.53,COD,2026-08-19 01:07:00,SUCCESS
PAY00021561,O00004986,116222.36,NETBANKING,2026-08-04 03:34:00,SUCCESS
PAY00021562,O00002379,110533.79,CARD,2026-09-09 17:43:00,SUCCESS
PAY00021563,O00009586,21580.92,COD,2026-08-15 11:23:00,SUCCESS
PAY00021564,O00047233,61744.94,UPI,2026-09-04 04:22:00,SUCCESS
PAY00021565,O00010322,36173.04,CARD,2026-08-26 15:17:00,SUCCESS
PAY00021566,O00047481,60383.94,UPI,2026-09-10 03:26:00,SUCCESS
PAY00021567,O00019718,101078.27,COD,2026-08-21 11:25:00,SUCCESS
PAY00021568,O00021609,111522.97,CARD,2026-08-06 17:43:00,SUCCESS
PAY00021569,O00006748,33393.15,CARD,2026-08-03 11:51:00,SUCCESS
PAY00021570,O00024828,31729.67,NETBANKING,2026-08-08 00:01:00,SUCCESS
PAY00021571,O00016642,110356.06,CARD,2026-08-29 08:21:00,SUCCESS
PAY00021572,O00036814,67265.58,CARD,2026-09-05 02:09:00,SUCCESS
PAY00021573,O00024559,5112.44,COD,2026-08-13 00:51:00,SUCCESS
PAY00021574,O00037578,98258.76,COD,2026-09-01 05:28:00,SUCCESS
PAY00021575,O00002513,107815.26,UPI,2026-09-02 04:53:00,SUCCESS
PAY00021576,O00023063,68789.4,UPI,2026-08-22 06:49:00,SUCCESS
PAY00021577,O00012462,68351.57,CARD,2026-08-13 18:34:00,SUCCESS
PAY00021578,O00022404,6928.94,CARD,2026-08-19 05:33:00,SUCCESS
PAY00021579,O00007398,32590.11,CARD,2026-08-15 15:28:00,SUCCESS
PAY00021580,O00041002,102625.37,WALLET,2026-08-12 14:07:00,SUCCESS
PAY00021581,O00027664,13341.4,CARD,2026-09-11 15:05:00,SUCCESS
PAY00021582,O00010317,61670.85,CARD,2026-09-09 14:37:00,SUCCESS
PAY00021583,O00038084,52849.05,NETBANKING,2026-08-27 16:28:00,SUCCESS
PAY00021584,O00034589,15734.43,CARD,2026-08-29 16:01:00,SUCCESS
PAY00021585,O00037643,103801.25,CARD,2026-08-17 06:49:00,SUCCESS
PAY00021586,O00041650,95466.55,NETBANKING,2026-08-05 18:29:00,SUCCESS
PAY00021587,O00024774,69796.76,CARD,2026-09-04 14:10:00,SUCCESS
